PointID,Property,Result,Unit,SampleDate,latitude,longitude,DOC,Turbidity,NDVI,Chlorophyll,CDOM,ImageDate,calibratedDOC_ratio,calibratedDOC_reg
NW-88010015,C - Org Filt,3.7,mg/l,2019-08-16,54.655347,-3.221301,15.91936640465091,-0.524667021788115,-0.0967370253791288,0.8141289004554896,7.159458703194239,2019-08-13,1.948247291714738,1.5092089280877943
NW-88021658,C - Org Filt,0.98,mg/l,2019-09-05,54.426701,-3.319169,10.73105261725672,5.266838550550921,0.6071112689910836,14.351900540512206,4.284852736455804,2019-09-07,1.3132899681680021,1.5767466497179554
NW-88005133,C - Org Filt,1.6,mg/l,2019-09-30,54.519881,-3.372862,7.597977173732501,5.055453873824928,0.7818831220221932,12.411586747657704,2.725112864863734,2019-10-02,0.9298572615873746,1.6175307629813338
NW-88010015,C - Org Filt,2.8,mg/l,2019-10-29,54.655347,-3.221301,13.389828175631555,1.3956425874469205,-0.079082512512456,2.506283273638786,5.711598505511339,2019-10-30,1.6386768051320517,1.5421366297968622
NW-88021658,C - Org Filt,0.81,mg/l,2019-11-11,54.426701,-3.319169,27.47720931485671,-2.8334833367389147,0.1547329285769728,0.1171621015641024,14.625417752465491,2019-11-14,3.3627216857015645,1.3587572767225327
NW-88021658,C - Org Filt,0.92,mg/l,2019-12-10,54.426701,-3.319169,12.669612477473914,-0.3967680343868101,0.2146965242085821,1.0099294736393332,5.315342003316282,2019-12-09,1.550535214083797,1.5515118775804533
NW-88010015,C - Org Filt,2.6,mg/l,2019-12-11,54.655347,-3.221301,15.400453235779574,2.1476153555875315,-0.6185695399254215,3.624160855306639,6.85790485133183,2019-12-09,1.884741549702711,1.5159637649356748
NW-88010015,C - Org Filt,2.8,mg/l,2020-01-06,54.655347,-3.221301,16.301056819033153,-0.4901870564963086,-0.23222761620677,0.8711193083264963,7.389089502463738,2020-01-03,1.9949594093450242,1.5042403579488637
NW-88005133,C - Org Filt,1.1,mg/l,2020-02-26,54.519881,-3.372862,16.882031143887517,-1.1209349339047987,-0.0743223149209609,0.5532500643478184,7.730998461301882,2020-02-27,2.0660603329736573,1.4966776537960003
NW-88021658,C - Org Filt,0.7,mg/l,2020-02-26,54.426701,-3.319169,19.07128938720552,3.6627270329548303,0.3680288231590313,9.154559730782928,9.087942457716755,2020-02-27,2.3339866018333506,1.4681794711739333
NW-88010015,C - Org Filt,2.0,mg/l,2020-03-06,54.655347,-3.221301,15.657367940983178,6.554338911229343,-0.4539955376915888,18.50335313333352,7.0133622881754105,2020-03-05,1.9161833399028774,1.512619434859708
NW-88005133,C - Org Filt,0.88,mg/l,2020-03-19,54.519881,-3.372862,8.636529635934776,-1.673354707262138,-0.065457842121989,0.3537693267554576,3.2191045987150826,2020-03-20,1.0569576103297795,1.6040116371218
NW-88010015,C - Org Filt,1.7,mg/l,2021-04-22,54.655347,-3.221301,11.108089660925218,0.3076412848399499,-0.1406327903128391,1.380453719523596,4.47151447042197,2021-04-24,1.3594325959919762,1.5718386537980842
NW-88005133,C - Org Filt,1.0,mg/l,2021-04-23,54.519881,-3.372862,9.04951844980844,-0.8943670586111003,-0.0741898675676859,0.6534248972337706,3.42120449440896,2021-04-24,1.1075000953562426,1.5986356470235261
NW-88010015,C - Org Filt,2.2,mg/l,2021-06-15,54.655347,-3.221301,8.847450909660536,-0.7504408131342988,-0.9691962771576856,0.707804795858278,3.321698240720524,2021-06-18,1.0827706225977287,1.6012660163181047
NW-88010015,C - Org Filt,2.1,mg/l,2021-07-14,54.655347,-3.221301,14.13620971540836,4.3557412539076905,0.1073136706657452,9.001589610760497,6.132128712924247,2021-07-16,1.7300206297852239,1.532420773985324
NW-88005133,C - Org Filt,1.3,mg/l,2021-07-22,54.519881,-3.372862,13.87942821471858,2.400691988863374,-0.497332508598385,4.068065360942992,5.988785613712655,2021-07-21,1.6985951414482539,1.5357633701011368
NW-88021658,C - Org Filt,0.97,mg/l,2021-09-27,54.426701,-3.319169,11.936908000305786,0.7143969586425853,0.6523708971171165,1.8225881577437373,4.913603119170204,2021-09-29,1.4608652186213507,1.5610496952691955
NW-88010015,C - Org Filt,2.7,mg/l,2021-12-09,54.655347,-3.221301,16.381724637078005,-3.372762741220898,-0.795288751600395,0.0646953131558174,7.435394291358986,2021-12-05,2.004831715443118,1.503190282555802
NW-88005133,C - Org Filt,2.9,mg/l,2022-03-25,54.519881,-3.372862,10.507800547346422,3.9094474983948233,0.3667735546572767,8.050599737886174,4.158365197841495,2022-03-25,1.285967885773732,1.5796527839204766
NW-88005133,C - Org Filt,1.1,mg/l,2022-04-25,54.519881,-3.372862,12.322793889897008,6.326800557039482,0.3728656450660906,25.961200935612297,5.144125827436005,2022-04-24,1.5080907877927086,1.556026511464172
NW-88010015,C - Org Filt,2.2,mg/l,2022-04-27,54.655347,-3.221301,9.066217734378652,1.945962665820824,0.0269133516589431,3.2784338460252984,3.428712686615102,2022-04-29,1.1095437907590937,1.5984182677980316
NW-88010015,C - Org Filt,1.6,mg/l,2022-05-18,54.655347,-3.221301,13.068851008277102,3.898425278566747,-0.2879916075643663,7.68190692904813,5.532181377426997,2022-05-19,1.5993949090373751,1.5463148787360632
NW-88005133,C - Org Filt,1.1,mg/l,2022-05-20,54.519881,-3.372862,7.677729142116562,-1.428373044929998,-1.0,0.4380537324394503,2.7605562644222914,2022-05-19,0.9396174839771158,1.6164926094576848
NW-88010015,C - Org Filt,2.2,mg/l,2022-07-19,54.655347,-3.221301,13.84386602083551,3.6207734879233,-0.2527769901665267,6.744037886084557,5.963959513164112,2022-07-18,1.6942429614582335,1.5362262930563497
NW-88010015,C - Org Filt,2.4,mg/l,2022-08-15,54.655347,-3.221301,9.420252119435872,0.5760428710952883,-1.0,1.6309373067492914,3.607287880558143,2022-08-12,1.1528713023150883,1.5938097038743162
NW-88005133,C - Org Filt,1.5,mg/l,2022-08-16,54.519881,-3.372862,8.127732644064466,1.05186879495375,-1.0,2.09257217512776,2.974515228896602,2022-08-12,0.9946899084472262,1.6106347888838795
NW-88010015,C - Org Filt,2.9,mg/l,2022-11-16,54.655347,-3.221301,16.5320113955829,-6.39,-0.3920817857340863,0.0,7.532956928236427,2022-11-13,2.02322414154823,1.5012339580780374
NW-88010015,C - Org Filt,2.5,mg/l,2022-12-13,54.655347,-3.221301,12.94689920099162,-2.4400336415561927,-0.3464434008040273,0.1814620581780308,5.471037469094461,2022-12-15,1.5844701769705107,1.547902359283742
NW-88010015,C - Org Filt,1.5,mg/l,2023-01-31,54.655347,-3.221301,22.11487040651716,6.6881616009831255,0.018857608888038,19.4234887869221,11.01087358575101,2023-01-27,2.7064667827189357,1.4285603316877014
NW-88010015,C - Org Filt,1.4,mg/l,2023-02-17,54.655347,-3.221301,11.02177204704742,3.516542011130924,-0.7513091464491775,6.740681866249243,4.428992373053251,2023-02-13,1.3488688553762964,1.5729622741527403
NW-88010015,C - Org Filt,1.9,mg/l,2023-03-22,54.655347,-3.221301,12.945936471357834,-0.5309515791687912,-0.2638673917734267,0.8345231270215527,5.467936832275044,2023-03-23,1.5843523559873132,1.5479148914027843
NW-88005133,C - Org Filt,1.2,mg/l,2023-07-14,54.519881,-3.372862,16.637763684213084,-1.041915915141026,-0.0754866982609089,0.5667263553260468,7.585407984091971,2023-07-13,2.0361663406709414,1.499857351164128
NW-88010015,C - Org Filt,2.0,mg/l,2023-07-17,54.655347,-3.221301,12.305237928194584,-0.2584371623463906,-0.2864010978207603,0.9715706941730572,5.112321808272527,2023-07-13,1.505942250346507,1.5562550422938393
NW-88005133,C - Org Filt,1.2,mg/l,2023-10-20,54.519881,-3.372862,15.10680560495082,-1.7365416991357212,0.0144418872315822,0.3292730245591359,6.686809150803908,2023-10-21,1.8488043027709844,1.5197862577071133
NW-88005133,C - Org Filt,1.2,mg/l,2023-11-07,54.519881,-3.372862,10.059910195865807,-6.39,1.0,0.0,3.9465754770796617,2023-11-10,1.2311540733344168,1.5854830970277194
NW-88021658,C - Org Filt,0.54,mg/l,2023-11-10,54.426701,-3.319169,12.67367247917685,-6.39,0.8214176020641188,0.0,5.329158238000273,2023-11-10,1.5510320860773827,1.5514590274106164
NW-88010015,C - Org Filt,2.3,mg/l,2023-11-28,54.655347,-3.221301,12.819548005120836,-4.750049947541224,-1.0,0.0059563167719616,5.393914760810827,2023-11-30,1.5688846557792024,1.5495601251723217
NW-88021658,C - Org Filt,0.61,mg/l,2024-01-08,54.426701,-3.319169,10.7096314972058,-2.14425841222688,0.9980754838019888,0.4383599127666531,4.270101571997648,2024-01-07,1.3106684040891385,1.577025494387397
