PointID,Property,Result,Unit,SampleDate,latitude,longitude,DOC,Turbidity,NDVI,Chlorophyll,CDOM,ImageDate
NW-88010015,C - Org Filt,3.7,mg/l,2019-08-16,54.655347,-3.221301,15.91936640465091,-0.524667021788115,-0.09673702537912883,0.8141289004554896,7.159458703194239,2019-08-13
NW-88021658,C - Org Filt,0.98,mg/l,2019-09-05,54.426701,-3.319169,10.731052617256719,5.266838550550921,0.6071112689910836,14.351900540512206,4.284852736455804,2019-09-07
NW-88021658,C - Org Filt,0.99,mg/l,2019-09-24,54.426701,-3.319169,9.441007477010709,569.4940326633167,0.6914105535813053,122232706.40749449,3.6206108670096824,2019-09-20
NW-88005133,C - Org Filt,1.6,mg/l,2019-09-30,54.519881,-3.372862,7.597977173732501,5.055453873824928,0.7818831220221932,12.411586747657703,2.725112864863734,2019-10-02
NW-88021658,C - Org Filt,0.98,mg/l,2019-10-14,54.426701,-3.319169,11.487271533897447,18.4162140893145,0.6516992133322956,314.37583462207425,4.67307731598148,2019-10-17
NW-88010015,C - Org Filt,2.8,mg/l,2019-10-29,54.655347,-3.221301,13.389828175631557,1.3956425874469203,-0.07908251251245609,2.506283273638786,5.711598505511339,2019-10-30
NW-88021658,C - Org Filt,0.81,mg/l,2019-11-11,54.426701,-3.319169,27.47720931485671,-2.8334833367389147,0.15473292857697282,0.11716210156410241,14.625417752465491,2019-11-14
NW-88021658,C - Org Filt,0.92,mg/l,2019-12-10,54.426701,-3.319169,12.669612477473914,-0.39676803438681013,0.21469652420858212,1.0099294736393332,5.315342003316282,2019-12-09
NW-88010015,C - Org Filt,2.6,mg/l,2019-12-11,54.655347,-3.221301,15.400453235779574,2.1476153555875315,-0.6185695399254215,3.6241608553066387,6.85790485133183,2019-12-09
NW-88010015,C - Org Filt,2.8,mg/l,2020-01-06,54.655347,-3.221301,16.301056819033153,-0.49018705649630867,-0.23222761620677004,0.8711193083264963,7.389089502463738,2020-01-03
NW-88005133,C - Org Filt,1.1,mg/l,2020-02-26,54.519881,-3.372862,16.882031143887517,-1.1209349339047987,-0.0743223149209609,0.5532500643478184,7.7309984613018825,2020-02-27
NW-88021658,C - Org Filt,0.7,mg/l,2020-02-26,54.426701,-3.319169,19.071289387205518,3.6627270329548303,0.36802882315903135,9.154559730782928,9.087942457716755,2020-02-27
NW-88010015,C - Org Filt,2.0,mg/l,2020-03-06,54.655347,-3.221301,15.657367940983178,6.554338911229343,-0.45399553769158885,18.503353133333516,7.0133622881754105,2020-03-05
NW-88005133,C - Org Filt,0.88,mg/l,2020-03-19,54.519881,-3.372862,8.636529635934776,-1.673354707262138,-0.065457842121989,0.35376932675545764,3.2191045987150826,2020-03-20
NW-88010015,C - Org Filt,1.7,mg/l,2021-04-22,54.655347,-3.221301,11.108089660925218,0.3076412848399499,-0.14063279031283915,1.380453719523596,4.47151447042197,2021-04-24
NW-88005133,C - Org Filt,1.0,mg/l,2021-04-23,54.519881,-3.372862,9.04951844980844,-0.8943670586111003,-0.07418986756768595,0.6534248972337706,3.42120449440896,2021-04-24
NW-88021658,C - Org Filt,0.53,mg/l,2021-04-28,54.426701,-3.319169,23.141849726533106,13.758400646087583,0.4608864874417346,129.31779209936258,11.683247930077972,2021-04-24
NW-88021658,C - Org Filt,0.84,mg/l,2021-05-18,54.426701,-3.319169,6.418941854906208,22.335066349334618,0.7819135855066507,661.3816498648748,2.257120720106588,2021-05-19
NW-88010015,C - Org Filt,2.2,mg/l,2021-06-15,54.655347,-3.221301,8.847450909660536,-0.7504408131342988,-0.9691962771576856,0.707804795858278,3.3216982407205236,2021-06-18
NW-88010015,C - Org Filt,2.1,mg/l,2021-07-14,54.655347,-3.221301,14.136209715408361,4.3557412539076905,0.10731367066574522,9.001589610760497,6.1321287129242465,2021-07-16
NW-88021658,C - Org Filt,0.81,mg/l,2021-07-15,54.426701,-3.319169,8.371648176024692,16.09036275125628,0.7989167249381592,224.9491345259234,3.12745722654588,2021-07-16
NW-88005133,C - Org Filt,1.3,mg/l,2021-07-22,54.519881,-3.372862,13.87942821471858,2.400691988863374,-0.49733250859838507,4.068065360942992,5.988785613712655,2021-07-21
NW-88021658,C - Org Filt,0.97,mg/l,2021-09-27,54.426701,-3.319169,11.936908000305786,0.7143969586425853,0.6523708971171165,1.8225881577437375,4.913603119170204,2021-09-29
NW-88010015,C - Org Filt,3.2,mg/l,2021-10-21,54.655347,-3.221301,10.894177192634467,32.75920333811917,-0.08423217192697866,3603.1114214031886,4.361351834968931,2021-10-21
NW-88010015,C - Org Filt,2.7,mg/l,2021-12-09,54.655347,-3.221301,16.381724637078005,-3.372762741220898,-0.795288751600395,0.06469531315581747,7.435394291358986,2021-12-05
NW-88010015,C - Org Filt,1.6,mg/l,2022-03-21,54.655347,-3.221301,11.411330335918858,50.15697788183341,0.10791737155370096,6490.19429015794,4.63676300998238,2022-03-20
NW-88021658,C - Org Filt,0.79,mg/l,2022-03-25,54.426701,-3.319169,21.836430380894182,11.627531011701869,0.4165290534626085,88.89838574183034,10.852570104623192,2022-03-25
NW-88005133,C - Org Filt,2.9,mg/l,2022-03-25,54.519881,-3.372862,10.507800547346422,3.9094474983948233,0.3667735546572767,8.050599737886174,4.158365197841495,2022-03-25
NW-88021658,C - Org Filt,0.63,mg/l,2022-04-25,54.426701,-3.319169,13.766806931569667,15.434434030950204,0.6093593040988405,176.16445755879886,5.93068157259531,2022-04-24
NW-88005133,C - Org Filt,1.1,mg/l,2022-04-25,54.519881,-3.372862,12.322793889897007,6.326800557039482,0.37286564506609066,25.961200935612297,5.144125827436005,2022-04-24
NW-88010015,C - Org Filt,2.2,mg/l,2022-04-27,54.655347,-3.221301,9.066217734378652,1.9459626658208238,0.02691335165894319,3.2784338460252984,3.428712686615102,2022-04-29
NW-88010015,C - Org Filt,1.6,mg/l,2022-05-18,54.655347,-3.221301,13.068851008277102,3.898425278566747,-0.28799160756436637,7.68190692904813,5.532181377426997,2022-05-19
NW-88005133,C - Org Filt,1.1,mg/l,2022-05-20,54.519881,-3.372862,7.677729142116562,-1.428373044929998,-1.0,0.43805373243945034,2.7605562644222914,2022-05-19
NW-88021658,C - Org Filt,0.61,mg/l,2022-06-24,54.426701,-3.319169,9.162775061625176,18.92876166547021,0.8093112221089436,335.486513556834,3.499606457883384,2022-06-23
NW-88010015,C - Org Filt,2.2,mg/l,2022-07-19,54.655347,-3.221301,13.84386602083551,3.6207734879233002,-0.25277699016652677,6.744037886084557,5.963959513164112,2022-07-18
NW-88010015,C - Org Filt,2.4,mg/l,2022-08-15,54.655347,-3.221301,9.420252119435872,0.5760428710952883,-1.0,1.6309373067492914,3.6072878805581428,2022-08-12
NW-88005133,C - Org Filt,1.5,mg/l,2022-08-16,54.519881,-3.372862,8.127732644064466,1.05186879495375,-1.0,2.09257217512776,2.974515228896602,2022-08-12
NW-88021658,C - Org Filt,0.9,mg/l,2022-08-16,54.426701,-3.319169,9.807275965101661,15.021289993131122,0.7671338251694242,193.2457255816486,3.822009378293278,2022-08-12
NW-88021658,C - Org Filt,0.95,mg/l,2022-09-28,54.426701,-3.319169,9.231312459300032,26.143349161059533,0.7849395715463197,1128.8766042434181,3.5128090525835702,2022-09-24
NW-88010015,C - Org Filt,2.9,mg/l,2022-11-16,54.655347,-3.221301,16.5320113955829,-6.39,-0.39208178573408636,0.0,7.532956928236427,2022-11-13
NW-88010015,C - Org Filt,2.5,mg/l,2022-12-13,54.655347,-3.221301,12.94689920099162,-2.4400336415561927,-0.34644340080402736,0.18146205817803085,5.471037469094461,2022-12-15
NW-88010015,C - Org Filt,1.5,mg/l,2023-01-31,54.655347,-3.221301,22.114870406517156,6.6881616009831255,0.018857608888038006,19.4234887869221,11.01087358575101,2023-01-27
NW-88010015,C - Org Filt,1.4,mg/l,2023-02-17,54.655347,-3.221301,11.021772047047419,3.5165420111309236,-0.7513091464491775,6.740681866249243,4.428992373053251,2023-02-13
NW-88021658,C - Org Filt,0.79,mg/l,2023-02-22,54.426701,-3.319169,16.183188121383623,132.21010678391963,0.5882093235375417,523051.75151398545,7.317265198321278,2023-02-23
NW-88005133,C - Org Filt,1.0,mg/l,2023-02-22,54.519881,-3.372862,10.17128150983499,13.9386838790932,1.0,7109.662869138907,3.987657823599098,2023-02-23
NW-88010015,C - Org Filt,1.9,mg/l,2023-03-22,54.655347,-3.221301,12.945936471357834,-0.5309515791687912,-0.2638673917734267,0.8345231270215527,5.4679368322750435,2023-03-23
NW-88005133,C - Org Filt,1.2,mg/l,2023-07-14,54.519881,-3.372862,16.637763684213084,-1.041915915141026,-0.07548669826090891,0.5667263553260468,7.585407984091971,2023-07-13
NW-88010015,C - Org Filt,2.0,mg/l,2023-07-17,54.655347,-3.221301,12.305237928194583,-0.2584371623463906,-0.28640109782076034,0.9715706941730572,5.112321808272527,2023-07-13
NW-88005133,C - Org Filt,1.2,mg/l,2023-10-20,54.519881,-3.372862,15.106805604950821,-1.7365416991357212,0.0144418872315822,0.32927302455913593,6.686809150803908,2023-10-21
NW-88005133,C - Org Filt,1.2,mg/l,2023-11-07,54.519881,-3.372862,10.059910195865807,-6.39,1.0,0.0,3.9465754770796617,2023-11-10
NW-88021658,C - Org Filt,0.54,mg/l,2023-11-10,54.426701,-3.319169,12.67367247917685,-6.39,0.8214176020641188,0.0,5.329158238000273,2023-11-10
NW-88010015,C - Org Filt,2.3,mg/l,2023-11-28,54.655347,-3.221301,12.819548005120836,-4.750049947541224,-1.0,0.005956316771961681,5.393914760810827,2023-11-30
NW-88021658,C - Org Filt,0.61,mg/l,2024-01-08,54.426701,-3.319169,10.7096314972058,-2.14425841222688,0.9980754838019887,0.4383599127666531,4.270101571997648,2024-01-07
